year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,516500,3.75,0.344,3294.2,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5700.0,EXP,688,CIB,25-34,not_inst,90.93309859,North,direct,0,59.0
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,126500,3.75,1.895,3178.02,240.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,4020.0,CRIF,675,CIB,25-34,to_inst,85.47297297,North,direct,0,27.0
2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,106500,4.56,1.0714,936.0,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2160.0,EXP,609,CIB,45-54,not_inst,67.40506329,central,direct,0,36.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,3.5,0.3218,0.0,180.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,6540.0,EXP,653,CIB,45-54,not_inst,30.69105691,North,direct,0,36.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,3.56,-0.0436,7005.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,6180.0,CRIF,552,EXP,45-54,not_inst,78.01003344,North,direct,0,42.0
2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,496500,3.625,0.6945,146.41,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,5520.0,CRIF,520,EXP,35-44,not_inst,76.62037037,North,direct,0,53.0
2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,96500,4.75,0.9364,1308.29,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2340.0,CRIF,865,CIB,55-64,to_inst,89.35185185,North,direct,0,32.0
2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,396500,4.25,1.5589,1538.76,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5520.0,EXP,528,EXP,45-54,not_inst,97.18137255,North,direct,0,37.0
2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,136500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2160.0,EQUI,894,EXP,45-54,not_inst,,North,direct,1,
2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,326500,4.25,1.0848,0.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,6540.0,CIB,818,EXP,25-34,not_inst,96.59763314,North,direct,0,42.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,3.75,-0.0267,13507.2,360.0,not_neg,not_int,not_lpsm,628000.0,sb,ir,home,1U,3300.0,CRIF,875,CIB,45-54,not_inst,51.99044586,North,direct,0,49.0
2019,ncf,Joint,pre,type1,p4,l1,nopc,nob/c,236500,3.99,0.3906,5204.03,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,5880.0,EXP,614,EXP,35-44,to_inst,55.25700935,North,direct,0,47.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,,,,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,13380.0,CRIF,653,EXP,25-34,to_inst,86.37566138,North,direct,1,42.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.6935,9200.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5400.0,CIB,734,CIB,45-54,to_inst,77.85326087,south,direct,0,38.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,626500,4.125,0.3731,1019.6,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,6600.0,CRIF,602,EXP,45-54,not_inst,65.39665971,North,direct,0,44.0
2019,cf,Sex Not Available,pre,type3,p4,l1,nopc,nob/c,396500,3.75,-0.0072,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,,CRIF,714,EXP,25-34,not_inst,97.18137255,south,direct,0,
2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,496500,3.99,0.3988,10255.23,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,11820.0,CIB,573,CIB,35-44,to_inst,60.69682152,south,direct,0,30.0
2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,4.125,0.3095,6743.59,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5880.0,EXP,835,EXP,65-74,to_inst,85.92519685,south,direct,0,45.0
2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,456500,3.875,0.9229,2231.25,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,4680.0,CIB,602,EXP,35-44,to_inst,86.45833333,south,direct,0,53.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,5.625,0.9385,2910.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,7440.0,CIB,532,EXP,35-44,to_inst,74.543379,south,direct,0,41.0
2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,176500,3.99,1.2598,3900.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2580.0,EXP,611,EXP,55-64,not_inst,84.85576923,North,direct,0,59.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,4.375,1.4613,,180.0,not_neg,not_int,not_lpsm,398000.0,sb,ir,home,1U,6420.0,CRIF,560,CIB,35-44,to_inst,74.49748744,North,direct,0,40.0
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,536500,3.875,0.2743,631.06,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,6000.0,CRIF,715,CIB,35-44,not_inst,79.12979351,south,direct,0,48.0
2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,676500,4.375,0.2606,0.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,12420.0,CIB,863,EXP,35-44,not_inst,89.24802111,North,direct,0,24.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,4.125,0.1297,5512.38,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5820.0,CRIF,882,EXP,35-44,not_inst,86.1969112,North,direct,0,48.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,2.99,0.1579,11955.68,180.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,9000.0,CRIF,556,EXP,45-54,to_inst,47.74549098,North,direct,0,47.0
2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,206500,4.75,0.9545,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4860.0,CRIF,626,EXP,35-44,to_inst,80.03875969,south,direct,0,49.0
2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,516500,,,,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,,CRIF,525,EXP,55-64,not_inst,101.6732283,North,direct,1,
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,5.5,1.4234,5344.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2880.0,CIB,668,CIB,25-34,to_inst,78.36134454,south,direct,0,43.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.625,1.4168,8840.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,4560.0,CRIF,866,EXP,35-44,to_inst,79.45402299,south,direct,0,48.0
2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,86500,3.625,0.6824,850.0,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1620.0,CRIF,773,EXP,>74,to_inst,80.09259259,south,direct,0,52.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,4.25,0.443,3731.69,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4140.0,CRIF,751,CIB,55-64,to_inst,38.01369863,North,direct,0,43.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,3.99,1.1099,3890.58,240.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2460.0,CIB,863,CIB,45-54,to_inst,68.93939394,south,direct,0,39.0
2019,cf,Female,nopre,type3,p3,l1,nopc,nob/c,366500,,,,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,4U,2220.0,CIB,688,CIB,45-54,to_inst,89.82843137,North,direct,1,56.0
2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,196500,3.625,0.3552,4476.97,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,5520.0,EXP,622,CIB,45-54,to_inst,82.56302521,North,direct,0,27.0
2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,116500,,,,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,1500.0,CIB,725,CIB,65-74,to_inst,20.15570934,North,direct,1,45.0
2019,cf,Male,pre,type2,p1,l1,nopc,b/c,466500,4.75,1.1445,0.0,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,2U,8100.0,CRIF,825,EXP,45-54,not_inst,80.70934256,North,direct,0,42.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,3.99,0.2011,8714.2,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,7560.0,EXP,525,CIB,55-64,to_inst,78.20121951,south,direct,0,31.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,4.125,0.0131,0.0,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,13440.0,EXP,771,EXP,45-54,not_inst,73.2300885,North,direct,0,31.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,416500,3.125,-0.1696,11020.75,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,6360.0,EXP,679,CIB,45-54,to_inst,72.05882353,south,direct,0,37.0
2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,136500,4.375,0.7365,0.0,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,1980.0,CRIF,595,CIB,>74,not_inst,98.91304348,North,direct,0,49.0
2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,206500,3.5,-0.118,5000.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,6060.0,EXP,765,CIB,45-54,to_inst,62.95731707,North,direct,0,32.0
2019,ncf,Joint,pre,type1,p4,l1,nopc,nob/c,776500,,,,360.0,not_neg,not_int,not_lpsm,1508000.0,sb,ir,home,1U,14760.0,CRIF,709,EXP,45-54,not_inst,51.49204244,south,direct,1,36.0
2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,178000.0,sb,ir,home,1U,3060.0,CRIF,597,CIB,55-64,to_inst,59.83146067,south,direct,1,16.0
2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,66500,4.25,0.7517,,180.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,6780.0,EXP,589,EXP,55-64,to_inst,31.97115385,central,direct,0,30.0
2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,216500,3.5,0.8817,5844.18,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,2700.0,CRIF,779,CIB,55-64,to_inst,50.58411215,south,direct,0,38.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,326500,4.0,0.0274,4874.08,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3720.0,EXP,797,CIB,45-54,not_inst,64.27165354,North,direct,0,48.0
2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,456500,4.25,0.0837,0.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,4380.0,EXP,748,EXP,45-54,not_inst,68.33832335,south,direct,0,47.0
2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,396500,4.75,0.7396,295.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,ir,home,1U,9600.0,CIB,550,EXP,55-64,to_inst,60.25835866,south,direct,0,36.0
2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,446500,3.625,0.7046,0.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,,CIB,775,CIB,35-44,to_inst,87.89370079,south,direct,0,
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,4.75,0.7673,4472.57,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,3540.0,EXP,654,CIB,55-64,to_inst,50.49212598,south,direct,0,35.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.5,0.6459,3190.85,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,2520.0,CRIF,768,CIB,55-64,to_inst,35.33519553,south,direct,0,39.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,3.25,-0.0621,10631.13,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5460.0,CRIF,610,CIB,55-64,to_inst,69.76495726,south,direct,0,41.0
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.625,-0.0238,,360.0,not_neg,not_int,not_lpsm,818000.0,sb,pr,home,1U,5160.0,CIB,706,EXP,65-74,not_inst,43.58190709,North,direct,0,32.0
2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,286500,3.75,-0.1179,0.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4860.0,CRIF,765,EXP,<25,not_inst,99.47916667,North,direct,0,37.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,3.125,0.3916,11820.01,180.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,11220.0,CIB,886,EXP,45-54,to_inst,54.17933131,south,direct,0,22.0
2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,466500,3.0,-0.54,523.23,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,,CIB,716,CIB,35-44,not_inst,88.35227273,south,direct,0,
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7860.0,EXP,517,CIB,>74,to_inst,65.93959732,south,direct,1,39.0
2019,,Male,nopre,type1,p4,l1,nopc,nob/c,366500,3.875,-0.0565,,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,3600.0,CRIF,659,CIB,45-54,to_inst,63.4083045,North,direct,0,48.0
2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,686500,4.25,-0.1162,1450.0,360.0,neg_amm,not_int,not_lpsm,688000.0,sb,pr,home,1U,8220.0,CRIF,624,EXP,45-54,to_inst,99.78197674,south,direct,0,50.0
2019,,Male,nopre,type1,p1,l1,nopc,nob/c,156500,,,,360.0,neg_amm,not_int,not_lpsm,168000.0,sb,pr,home,1U,4380.0,CRIF,881,CIB,<25,to_inst,93.1547619,North,direct,1,32.0
2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,,CIB,778,CIB,25-34,not_inst,103.2945736,south,direct,1,
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,8640.0,EQUI,652,EXP,>74,to_inst,,North,direct,1,
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,406500,3.625,0.1565,6250.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4560.0,CRIF,864,EXP,>74,to_inst,80.01968504,south,direct,0,40.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,336500,4.25,0.5051,3507.74,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,7020.0,EXP,683,CIB,45-54,to_inst,67.57028112,south,direct,0,31.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,3.99,0.3853,5558.56,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,7200.0,EXP,754,EXP,45-54,to_inst,79.52261307,North,direct,0,46.0
2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,4.125,0.1764,0.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7020.0,CIB,579,EXP,35-44,not_inst,95.40598291,North,direct,0,39.0
2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,306500,3.99,0.4754,2816.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5880.0,CRIF,671,EXP,35-44,to_inst,90.68047337,south,direct,0,48.0
2019,cf,Female,nopre,type2,p1,l1,nopc,b/c,116500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2040.0,EQUI,602,EXP,25-34,to_inst,,North,direct,1,
2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,226500,3.75,0.8706,0.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,,EXP,560,CIB,45-54,to_inst,84.51492537,south,direct,0,
2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.1145,3493.75,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,3720.0,CRIF,607,EXP,65-74,to_inst,71.06741573,North,direct,0,36.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,116500,,,,144.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1U,4680.0,CRIF,646,EXP,55-64,to_inst,31.6576087,south,direct,1,31.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,4.875,0.6479,5555.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4260.0,CIB,737,CIB,35-44,not_inst,80.03246753,North,direct,0,39.0
2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,496500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4920.0,EQUI,754,EXP,35-44,to_inst,,North,direct,1,
2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,256500,4.625,0.8094,2459.6,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,8220.0,CIB,846,EXP,25-34,to_inst,89.0625,North,direct,0,46.0
2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,336500,3.625,0.678,5030.0,180.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,8160.0,CIB,800,EXP,45-54,to_inst,59.24295775,North,direct,0,31.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,3.75,-0.0352,10.02,360.0,not_neg,not_int,not_lpsm,1048000.0,sb,pr,home,1U,8040.0,CRIF,867,CIB,55-64,to_inst,40.69656489,south,direct,0,35.0
2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.125,-0.6044,4206.88,348.0,not_neg,not_int,not_lpsm,908000.0,sb,sr,home,1U,189360.0,CIB,702,CIB,35-44,to_inst,52.47797357,south,direct,0,14.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,526500,4.625,0.4989,10407.5,360.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,6600.0,EXP,642,CIB,55-64,to_inst,63.58695652,North,direct,0,49.0
2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,2.99,-0.1411,1610.36,180.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,13920.0,CRIF,878,EXP,45-54,not_inst,44.79166667,North,direct,0,20.0
2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,4.875,0.9786,5117.5,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4140.0,EXP,745,EXP,45-54,to_inst,82.11805556,North,direct,0,38.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,3.625,0.0623,679.87,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,3960.0,CRIF,690,CIB,45-54,not_inst,57.27513228,North,direct,0,31.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,3.625,-0.1027,556.34,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,3360.0,CRIF,718,CIB,25-34,not_inst,51.92901235,North,direct,0,46.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,4.125,0.044,1914.48,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,9540.0,EXP,662,EXP,45-54,not_inst,75.38560411,south,direct,0,49.0
2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,266500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2940.0,CIB,826,CIB,65-74,to_inst,92.53472222,south,direct,1,57.0
2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,0.0,EQUI,539,EXP,55-64,to_inst,,south,direct,1,
2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,4.25,0.4986,4000.0,120.0,not_neg,not_int,not_lpsm,988000.0,sb,pr,home,1U,15600.0,EXP,579,EXP,55-64,to_inst,45.19230769,south,direct,0,35.0
2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7980.0,EQUI,829,EXP,35-44,not_inst,,North,direct,1,
2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,166500,4.375,0.5242,4279.71,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2160.0,CRIF,715,CIB,55-64,to_inst,80.04807692,central,direct,0,44.0
2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,276500,,,,300.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,5700.0,CRIF,750,EXP,65-74,to_inst,84.29878049,south,direct,1,47.0
2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,406500,4.375,-0.0201,1656.09,360.0,neg_amm,not_int,not_lpsm,478000.0,sb,pr,home,1U,4680.0,CIB,693,EXP,25-34,to_inst,85.041841,North,direct,0,39.0
2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,366500,3.75,0.9078,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4380.0,CIB,692,EXP,25-34,not_inst,99.5923913,North,direct,0,50.0
2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,5.25,1.3586,6826.41,360.0,not_neg,not_int,not_lpsm,348000.0,sb,ir,home,1U,5160.0,EXP,782,CIB,65-74,to_inst,67.95977011,south,direct,0,37.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,lpsm,178000.0,sb,pr,home,1U,1440.0,CIB,863,CIB,>74,to_inst,71.06741573,south,direct,1,60.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,266500,3.75,0.9736,7652.5,240.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8580.0,CRIF,805,CIB,45-54,to_inst,70.5026455,south,direct,0,39.0
2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,226500,4.5,0.698,6375.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2700.0,CRIF,633,EXP,65-74,to_inst,73.53896104,south,direct,0,42.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,446500,3.99,0.5316,10496.59,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6780.0,CRIF,827,CIB,65-74,to_inst,64.89825581,North,direct,0,41.0
2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.042,0.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,4740.0,EXP,814,EXP,45-54,not_inst,56.99013158,North,direct,0,47.0
2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,266500,,,,300.0,neg_amm,not_int,not_lpsm,328000.0,sb,pr,home,1U,6720.0,EXP,850,EXP,55-64,to_inst,81.25,North,direct,1,46.0
2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3000.0,EQUI,769,EXP,65-74,to_inst,,North,direct,1,
2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,406500,3.5,0.6683,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,,EXP,707,CIB,35-44,not_inst,97.24880383,North,direct,0,
2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,,,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3420.0,CRIF,865,CIB,35-44,to_inst,95.54263566,North,direct,1,36.0
2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,266500,4.25,0.3083,0.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,7620.0,CRIF,756,CIB,45-54,not_inst,56.94444444,North,direct,0,30.0
2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,186500,3.875,0.4879,3521.25,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2220.0,CRIF,684,CIB,65-74,to_inst,60.55194805,North,direct,0,42.0
2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,236500,,,,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,4920.0,CRIF,692,EXP,65-74,to_inst,119.4444444,south,direct,1,46.0
2019,cf,Female,pre,type2,p3,l1,nopc,b/c,286500,3.99,1.008,2328.92,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,2820.0,CRIF,775,CIB,35-44,to_inst,84.76331361,North,direct,0,55.0
2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,446500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640.0,EQUI,719,EXP,65-74,to_inst,,central,direct,1,
2019,cf,Sex Not Available,pre,type2,p4,l1,nopc,b/c,76500,,,,180.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,2400.0,EXP,517,CIB,65-74,to_inst,78.06122449,south,direct,1,56.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,4200.0,EQUI,805,EXP,35-44,not_inst,,south,direct,1,
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,3.75,-0.043,92.22,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,6840.0,EXP,611,CIB,55-64,not_inst,78.60915493,North,direct,0,37.0
2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3661,2661.04,360.0,neg_amm,not_int,not_lpsm,578000.0,sb,pr,home,1U,4980.0,EXP,803,EXP,45-54,to_inst,61.67820069,south,direct,0,48.0
2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,456500,,,,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5700.0,CRIF,866,EXP,25-34,not_inst,97.54273504,North,direct,1,40.0
